Bending,33 63 32 35,1000000000.0,1.0 1.0
Bending,35 63 33 45,1000000000.0,1.0 1.0
Bending,32 63 33 45,1000000000.0,1.0 1.0
Bending,45 63 32 35,1000000000.0,1.0 1.0
Bending,33 35 6 63,1000000000.0,1.0 1.0
Bending,32 33 4 63,1000000000.0,1.0 1.0
Bending,33 6 35 52,1000000000.0,1.0 1.0
Bending,33 4 32 52,1000000000.0,1.0 1.0
Bending,33 52 4 6,1000000000.0,1.0 1.0
Bending,35 45 19 63,1000000000.0,1.0 1.0
Bending,35 6 33 53,1000000000.0,1.0 1.0
Bending,35 19 53 45,1000000000.0,1.0 1.0
Bending,35 53 19 6,1000000000.0,1.0 1.0
Bending,32 45 15 63,1000000000.0,1.0 1.0
Bending,32 4 33 51,1000000000.0,1.0 1.0
Bending,32 15 51 45,1000000000.0,1.0 1.0
Bending,32 51 4 15,1000000000.0,1.0 1.0
Bending,19 45 35 58,1000000000.0,1.0 1.0
Bending,45 15 32 58,1000000000.0,1.0 1.0
Bending,58 45 19 15,1000000000.0,1.0 1.0
Bending,52 6 33 8,1000000000.0,1.0 1.0
Bending,53 6 35 7,1000000000.0,1.0 1.0
Bending,8 6 52 7,1000000000.0,1.0 1.0
Bending,6 7 53 8,1000000000.0,1.0 1.0
Bending,4 52 33 5,1000000000.0,1.0 1.0
Bending,51 4 32 3,1000000000.0,1.0 1.0
Bending,4 5 3 52,1000000000.0,1.0 1.0
Bending,3 4 51 5,1000000000.0,1.0 1.0
Bending,19 53 18 35,1000000000.0,1.0 1.0
Bending,58 19 20 45,1000000000.0,1.0 1.0
Bending,18 19 20 53,1000000000.0,1.0 1.0
Bending,19 20 18 58,1000000000.0,1.0 1.0
Bending,51 15 16 32,1000000000.0,1.0 1.0
Bending,58 15 17 45,1000000000.0,1.0 1.0
Bending,16 15 17 51,1000000000.0,1.0 1.0
Bending,17 15 16 58,1000000000.0,1.0 1.0
Bending,8 52 6 30,1000000000.0,1.0 1.0
Bending,52 5 4 30,1000000000.0,1.0 1.0
Bending,52 30 5 8,1000000000.0,1.0 1.0
Bending,53 7 36 6,1000000000.0,1.0 1.0
Bending,18 53 19 36,1000000000.0,1.0 1.0
Bending,36 53 18 7,1000000000.0,1.0 1.0
Bending,51 3 4 31,1000000000.0,1.0 1.0
Bending,16 51 15 31,1000000000.0,1.0 1.0
Bending,51 31 16 3,1000000000.0,1.0 1.0
Bending,58 20 19 44,1000000000.0,1.0 1.0
Bending,17 58 44 15,1000000000.0,1.0 1.0
Bending,58 44 17 20,1000000000.0,1.0 1.0
Bending,8 7 54 6,1000000000.0,1.0 1.0
