3.91,0.1035805,1.001279,-0.561381
3.74745555,0.093990261,0.871630328,-0.154205909
4.1022018,0.33281546,1.348117132,-0.899474834
4.18991805,0.483540165,0.919973176,-0.870812287
3.40919685,0.234338948,0.686278576,-0.091332835
3.51718875,0.186474672,1.255125768,-0.586716705
3.70814625,0.076716834,1.209591685,-0.469967107
3.7996299,0.091929778,1.08070425,-0.428101786
4.2004026,0.465095484,0.912759557,-0.629794242
3.4261605,0.182770787,1.304313852,-0.684345495
3.54171825,0.135008899,1.156395353,-0.508328696
3.19642155,0.341593291,0.607485646,0.091264429
3.45355695,0.183814132,0.636144677,0.022876015
3.77480025,0.117421994,1.259416044,-0.573542902
3.5638155,0.134429089,1.220398684,-0.550599252
3.6205128,0.221279443,0.589444676,0.034286531
3.78556425,0.092385202,0.959903544,-0.254987576
3.81779415,0.160760201,0.758828102,-0.176682295
3.71110635,0.094873805,0.954078866,-0.235557943
3.443445,0.181760158,0.914586709,-0.289616178
3.90032505,0.104184685,0.803440882,-0.164096423
3.63273615,0.151037634,0.785087696,-0.166166161
3.84892695,0.1850188,0.434397737,0.086967416
3.6532602,0.167997939,0.698511249,-0.047463379
3.6882225,0.112816554,0.950815373,-0.276529131
3.93282405,0.142005457,0.625879129,0.0219629
3.74979465,0.127033048,0.671842982,-0.002928785
3.92986395,0.090651969,0.847787553,-0.211546469
3.78274905,0.160128441,0.822854241,-0.218642649
3.54351915,0.218686329,0.849433217,-0.228239061
3.3398829,0.261759882,0.799264361,-0.307214178
3.75898545,0.138185456,0.828709933,-0.215091963
4.1348664,0.436096852,0.715591649,-0.291355084
4.06317195,0.462588881,0.882740162,-0.549585613
4.018491,0.076576728,1.302855111,-0.627575984
3.9446334,0.176761538,0.549703503,0.081091172
3.5880966,0.292385614,0.524401007,0.074673915
4.18244535,0.467234873,0.902372178,-0.492125916
4.1264829,0.400558715,0.884375379,-0.599223954
4.0334364,0.440038496,0.761679272,-0.444879131
3.68088435,0.081517603,0.993464338,-0.30037336
3.7290429,0.124585021,0.479101657,0.116553012
3.6364725,0.161564123,0.982344955,-0.287257925
3.7396413,0.09316905,1.110676855,-0.43506457
4.32846315,0.445808129,0.806040562,-0.938570353
3.7382337,0.150807896,0.415963531,0.167823364
2.98699965,0.317001037,1.67802989,-1.292713702
4.4559648,0.076012252,0.874934638,-0.18744486
3.6921555,0.150370289,1.179297032,-0.477986998
4.2029901,0.64245896,1.255642208,-1.410251537
4.01858415,0.114955985,0.701318871,-0.039686623
3.98109645,0.096952854,0.835653795,-0.187338177
3.73973445,0.111426878,0.893161873,-0.206285656
4.11920685,0.500000816,0.926238365,-0.726488809
3.7196865,0.612984794,1.275207598,-1.473483895
3.8602809,0.07471247,0.96170617,-0.255787891
3.44713995,0.224534605,0.725644714,-0.204761655
3.63575835,0.127847139,0.790843078,-0.085339551
3.5563014,0.153353016,1.193631881,-0.551980673
4.10310225,0.443654327,0.836879246,-0.410398798
3.6068715,0.114033969,0.952152273,-0.278336213
3.6677295,0.189389024,0.779385512,-0.131372243
3.4541883,0.138953035,1.525340324,-0.816938369
3.63499245,0.169805876,0.491130164,0.075834031
3.696192,0.114756498,1.059200747,-0.593439415
3.7232883,0.166096725,0.88323991,-0.284497452
4.05499545,0.47121938,0.86164665,-0.595829648
3.4878465,0.08790381,1.287197898,-0.540883145
4.03816635,0.474511612,1.043485351,-0.861423719
3.51056475,0.261853348,0.732127887,-0.320213777
4.0145787,0.125564044,0.885967055,-0.289341851
3.70882935,0.126522499,0.780405699,-0.115648495
3.8668221,0.161430069,0.674661479,-0.161120998
3.82441815,0.15693793,0.729218623,-0.131069118
4.0168557,0.099714917,0.811183117,-0.167286772
3.0302316,0.314018722,1.287188087,-0.670403311
3.863862,0.552647738,1.026084941,-1.036712622
4.237911,0.452724274,0.968921136,-0.666000543
3.51905175,0.237029748,0.813378587,-0.277671053
3.8256291,0.090305486,0.6476814,-0.055367684
4.2268779,0.461193075,0.984945645,-0.630528971
3.66600105,0.162466445,0.850459801,-0.221018449
3.78620595,0.076079722,1.000938075,-0.299771186
3.268944,0.35126382,0.704475595,-0.081032407
4.0933215,0.37156946,1.595771263,-0.965164536
3.9408867,0.409985308,1.001672897,-0.761412912
3.5087121,0.185202903,0.720574944,-0.228893253
4.0514868,0.065482878,0.8034038,-0.133761304
4.12034535,0.425836314,0.89557401,-0.647768039
4.006485,0.108647427,0.810164717,-0.177553125
3.48775335,0.191908068,0.509440877,0.075279717
3.95054325,0.092538077,0.866461549,-0.18302787
3.9459789,0.525675459,0.686063162,-0.528490824
4.16410515,0.41946525,1.124750493,-0.890835519
3.4935804,0.210202922,0.736379268,-0.160872422
3.94129035,0.51979255,0.910393592,-1.168092213
3.62118555,0.147201853,0.619655298,0.006488124
3.6634653,0.17448847,0.698533965,-0.05647256
3.8831958,0.493481478,1.049050342,-0.891642793
3.85410195,0.402267359,1.313298322,-0.810295057
3.7293534,0.096595513,1.523384234,-0.867403338
4.0867389,0.133529368,0.957036208,-0.476367354
3.9055932,0.064224032,1.508566996,-0.886228714
3.95356545,0.571675545,1.021793784,-0.928233101
3.269772,0.103455818,1.010541466,-0.30752501
3.37634595,0.192048056,0.873044905,-0.181900543
4.0109355,0.466640403,0.917181074,-1.02214243
3.59694585,0.188111598,0.714072937,-0.103953506
